osm_id,name,lat,lon,state,amenity,office,social_facility,social_facility_for,addr_street,addr_suburb,addr_postcode,phone,website,email,opening_hours,wheelchair
,Liebe Group,-30.2782679,116.6621205,WA,,ngo,,,,,,,https://www.liebegroup.org.au/facilities,,,
,Canegrowers,-17.0906142,145.7865999,QLD,community_centre,,,,Norman Street,Gordonvale,4865,,https://www.canegrowers.com.au/,,,
,Gordonvale RSL,-17.0913359,145.7870402,QLD,community_centre,,,,Gordon Street,Gordonvale,4865,,https://rslqld.org/about-us/gordonvale-sub-branch,,,
,Gordonvale Early Years Centre in Cairns,-17.089513,145.7848717,QLD,community_centre,,,,Sheppards Street,Gordonvale,4865,+61 7 4034 6800,https://www.benevolent.org.au/services-and-programs/early-childhood-years/early-years-centres/gordonvale-early-years-centre-in-cairns,,,
,Waddy Forest Community Hall,-29.8645467,116.1658855,WA,community_centre,,,,,,,,,,,
,Green Head Mens Shed,-30.0615939,114.968008,WA,community_centre,,,,,,,,,,,
,Green Head Community Centre,-30.0673041,114.9686839,WA,community_centre,,,,,,,,,,,
,QCWA,-16.4614095,145.3737907,QLD,,ngo,,,Front Street,,4873,,https://www.qcwa.org.au/Sys/PublicProfile/54377029/5266853,,,
,Mossman Elders Justice Group,-16.4613028,145.3733388,QLD,,ngo,,,Front Street,,,,,,,
,Morawa Youth Centre,-29.2103434,116.0064228,WA,community_centre,,,,,,,,,,,
,Morawa Community Craft Centre,-29.2132827,116.0117964,WA,community_centre,,,,,,,,,,,
,RSL Memorial Hall,-29.4404369,116.2873678,WA,community_centre,,,,,,,,,,,
,Jibberding Hall,-30.0390841,116.8173994,WA,community_centre,,,,,,,,,,,
,Wubin Hall,-30.105517,116.6325686,WA,community_centre,,,,,,,,,,,
,Carnamah Mens Shed,-29.6912807,115.8904801,WA,community_centre,,,,,,,,,,,
,MEEDAC - The Shed,-29.5356738,115.7644524,WA,community_centre,,,,,,,,https://www.meedac.com/,,,
,Port Broughton Community Hall,-33.5999919,137.9309735,SA,community_centre,,,,,,,,,,,
,Cancer Council,-31.0873585,150.9270151,NSW,community_centre,,,,,,,,,,Mo-Fr 09:00-17:00,no
,Meals on Wheels,-35.009063,138.5302037,SA,,charity,,,,,,,,,,
,Lions Football and Community Centre,-33.1824428,138.0067647,SA,community_centre,,,,,,,,,,,
,Koorda Community Mens Shed,-30.8198083,117.4840651,WA,community_centre,,,,,,,,,,,
,Community Resources Centre,-30.8264452,117.4814331,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-30.8097927,117.8595175,WA,community_centre,,,,,,,,,,,
,Trayning Town Hall - Unused,-31.1146453,117.7924749,WA,community_centre,,,,,,,,,,,
,KTY Community Mens Shed,-31.1117161,117.7894135,WA,community_centre,,,,,,,,,,,
,Trayning Seniors Group,-31.1169623,117.7925776,WA,community_centre,,,,,,,,,,,
,Don Mason Community Centre,-31.1145677,117.7939297,WA,community_centre,,,,,,,,,,,
,Kellerberrin Memorial Hall,-31.6337837,117.7218292,WA,community_centre,,,,,,,,,,,
,Kellberrin Community Resource Centre,-31.633598,117.7205648,WA,community_centre,,,,,,,,,,,
,The Mens Shed,-31.6333545,117.724541,WA,community_centre,,,,,,,,,,,
,Doodlakine Agricutural Hall,-31.6082982,117.8759464,WA,community_centre,,,,,,,,,,,
,Bruce Rock Shire Hall,-31.8793149,118.1484229,WA,community_centre,,,,,,,,,,,
,Bruce Rock Men's Shed Inc.,-31.8766943,118.1493882,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-31.8780474,118.148642,WA,community_centre,,,,,,,,,,,
,Bruce Rock Seniors Centre,-31.8778312,118.1464107,WA,community_centre,,,,,,,,,,,
,Shackleton Memorial Hall,-31.9320938,117.8378939,WA,community_centre,,,,,,,,,,,
,Beverley Community Resource Centre,-32.109423,116.9245547,WA,community_centre,,,,,,,,,,,
,Meals on Wheels,-27.5656337,151.9625076,QLD,social_facility,,food_bank,,,,,,,,,
,Pumphreys CWA,-32.6627449,116.9053716,WA,community_centre,,,,,,,,,,,
,Country Women's Association Beverley Branch,-32.1095784,116.9242091,WA,community_centre,,,,,,,,,,,
,RSL Hall,-32.1089046,116.9279998,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-32.0115763,117.3998239,WA,community_centre,,,,,,,,,,,
,Quaraiding Shire Hall,-32.0100009,117.4017771,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-32.3309632,117.8766374,WA,community_centre,,,,,,,,,,,
,Country Women's Association,-32.3690966,117.0111061,WA,community_centre,,,,,,,,,,,
,RSL Hall,-32.3691623,117.0111839,WA,community_centre,,,,,,,,,,,
,Country Women's Association,-32.8191042,117.1776006,WA,community_centre,,,,,,,,,,,
,Cuballing Agricultural Hall,-32.819005,117.1778152,WA,community_centre,,,,,,,,,,,
,Facey Group,-32.7817238,117.5006304,WA,,ngo,,,,,,,,,,
,Community Resource Centre,-32.7816273,117.4989283,WA,community_centre,,,,,,,,,,,
,Road Board Hall,-32.7833476,117.5002314,WA,community_centre,,,,,,,,,,,
,Jitarning Hall,-32.7861734,118.0019586,WA,community_centre,,,,,,,,,,,
,Kulin Memorial Hall,-32.6706522,118.1544907,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-32.6712097,118.1547063,WA,community_centre,,,,,,,,,,,
,Narambeen Public Hall,-32.0661735,118.3950859,WA,community_centre,,,,,,,,,,,
,Narambeen Community Shed and Gallery,-32.0649932,118.3927904,WA,community_centre,,,,,,,,,,,
,Merredin District Hall,-31.4806577,118.2798396,WA,community_centre,,,,,,,,,,,
,Nungarin War Memorial Hall and Art Gallery,-31.1865437,118.1037892,WA,community_centre,,,,,,,,,,,
,Nungarin Community Men's Shed,-31.1848402,118.1018163,WA,community_centre,,,,,,,,,,,
,Country Women's Association,-31.1849906,118.101986,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-31.1838851,118.1005522,WA,community_centre,,,,,,,,,,,
,Kununoppin Community Centre,-31.1102195,117.9173159,WA,community_centre,,,,,,,,,,,
,Wyalkatchem Town Hall,-31.1794459,117.382536,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-31.1795956,117.379384,WA,community_centre,,,,,,,,,,,
,RSL,-31.1793062,117.381527,WA,community_centre,,,,,,,,,,,
,Wyalkatchem Mens Shed Inc,-31.1786428,117.3825166,WA,community_centre,,,,,,,,,,,
,Ozcare – Sunshine Coast,-26.7730845,153.1210005,QLD,social_facility,,,community,Bellara Drive,Currimundi,4551,,https://ozcare.org.au/locate-a-service/ozcare-sunshine-coast/,,,
,Freemasons,-31.1949481,117.0334646,WA,community_centre,,,,,,,,,,,
,Dowerin PCYC,-31.1956427,117.0324474,WA,community_centre,,,,,,,,,,,
,Dowerin Town Hall,-31.1937529,117.0327107,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-31.1937986,117.0311789,WA,community_centre,,,,,,,,,,,
,Dowerin Community Men's Shed,-31.1935994,117.0335903,WA,community_centre,,,,,,,,,,,
,,-23.8702806,151.2504089,QLD,social_facility,,childrens_centre,child,,,,,,,,
,Salvation Army Community Centre,-23.8704646,151.2515374,QLD,social_facility,,community_centre,community,,,,,,,,
,Goomalling Community Centre,-31.2988882,116.8266268,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-31.2989229,116.8266031,WA,community_centre,,,,,,,,,,,
,War Memorial;Hall,-31.3000924,116.8264505,WA,community_centre,,,,,,,,,,,
,Victoria Plains Road Board,-31.0900986,116.4486544,WA,community_centre,,,,,,,,,,,
,Calingiri Recreation Hall,-31.0885949,116.4487004,WA,community_centre,,,,,,,,,,,
,Mogumber Hall,-31.0344515,116.0440844,WA,community_centre,,,,,,,,,,,
,Wannamal Hall,-31.1638805,116.0561651,WA,community_centre,,,,,,,,,,,
,Toodyay Community Centre,-31.5523867,116.47103,WA,community_centre,,,,,,,,,,,
,Brookton District Memorial Hall,-32.3685562,117.0079628,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-32.3670521,117.0097623,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-32.5344629,117.0842649,WA,community_centre,,,,,,,,,,,
,RSL,-32.5353975,117.0839536,WA,community_centre,,,,,,,,,,,
,CWA Hall,-32.6612075,117.121065,WA,community_centre,,,,,,,,,,,
,Lake Grace War Memorial,-33.1011048,118.4611556,WA,community_centre,,,,,,,,,,,
,Pingrup Historical and Community Facilities Centre,-33.53469,118.5123932,WA,community_centre,,,,,,,,,,,
,Pingrup Community Resource Centre,-33.5340258,118.5119612,WA,community_centre,,,,,,,,,,,
,Pingrup Hall,-33.5342369,118.512206,WA,community_centre,,,,,,,,,,,
,Cyprus Community of Melbourne & Victoria,-37.762753,144.9731304,VIC,community_centre,,,,Lygon Street,,3057,,http://www.cypruscommunity.com.au/,,,
,Nyabing Community Hub,-33.5413716,118.1491745,WA,community_centre,,,,,,,,,,,
,RSL Hall,-33.541373,118.1469684,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-33.3144146,117.7401288,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-33.3090692,117.3434311,WA,community_centre,,,,,,,,,,,
,,-33.6087676,150.8178778,NSW,social_facility,,,,,,,,,,,
,Wagin Town Hall,-33.3095786,117.3447827,WA,community_centre,,,,,,,,,,,
,Arthur River Hall,-33.3399979,117.0353071,WA,community_centre,,,,,,,,,,,
,CWA,-33.3351714,116.7421231,WA,community_centre,,,,,,,,,,,
,The Shed,-33.3363195,116.7440968,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-33.3368642,116.7410914,WA,community_centre,,,,,,,,,,,
,Health and Resource Centre,-33.3368765,116.7409624,WA,community_centre,,,,,,,,,,,
,Donnybrook Men's Shed,-33.5694175,115.8211712,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-33.5726657,115.8237755,WA,community_centre,,,,,,,,,,,
,Nannup Community Picnic Table,-33.9857645,115.7648143,WA,community_centre,,,,,,,,,,,
,Nannup Men's Shed,-33.9905208,115.7664252,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-34.4460066,116.0321939,WA,community_centre,,,,,,,,,,,
,Pemberton Mill Hall,-34.447109,116.0301132,WA,community_centre,,,,,,,,,,,
,Quinninup Community Centre,-34.4341944,116.251181,WA,community_centre,,,,,,,,,,,
,CWA,-34.5106412,117.0131018,WA,community_centre,,,,,,,,,,,
,Frankland River Community Centre,-34.3623436,117.0818034,WA,community_centre,,,,,,,,,,,
,Frankland Hall,-34.3623192,117.0824927,WA,community_centre,,,,,,,,,,,
,Community Suppprt Centre,-34.3623546,117.081849,WA,community_centre,,,,,,,,,,,
,Community Resource Centre,-34.6227679,117.6604499,WA,community_centre,,,,,,,,,,,
,St Vincent's Care Arundel,-27.9401504,153.3824418,QLD,social_facility,,nursing_home,senior,Allied Drive,Arundel,4214,,https://www.svcs.org.au/residential-aged-care/locations/qld/gold-coast/arundel,,,yes
,St Vincent's Care Boondall,-27.3638604,153.0634338,QLD,social_facility,,nursing_home,senior,Sandgate Road,Boondall,4034,,https://www.svcs.org.au/residential-aged-care/locations/qld/brisbane/boondall,,,yes
,St Vincent's Care Bardon,-27.467456,152.9837393,QLD,social_facility,,nursing_home,senior,Main Avenue,Bardon,4065,,https://www.svcs.org.au/residential-aged-care/locations/qld/brisbane/bardon,,,yes
,St Vincent’s Aged Care Carina,-27.48647,153.1009255,QLD,social_facility,,nursing_home,senior,Fursden Road,Carina,4152,,https://www.svcs.org.au/residential-aged-care/locations/qld/brisbane/carina,,,yes
,St Vincent's Care Carseldine,-27.3469025,153.0117131,QLD,social_facility,,nursing_home,senior,Beams Road,Carseldine,4034,,https://www.svcs.org.au/residential-aged-care/locations/qld/brisbane/carseldine,,,yes
,St Vincent's Care Corinda,-27.5470949,152.9783435,QLD,social_facility,,nursing_home,senior,Menin Road,Corinda,4075,,https://www.svcs.org.au/residential-aged-care/locations/qld/brisbane/corinda,,,yes
,St Vincent's Care Gympie,-26.1932364,152.6658497,QLD,social_facility,,nursing_home,senior,Bligh Street,Gympie,4570,,https://www.svcs.org.au/residential-aged-care/locations/qld/wide-bay-burnett/gympie,,,yes
,Napier Hall,-34.8334228,117.960557,WA,community_centre,,,,,,,,,,,
,Borden RSL Memorial Hall,-34.0713727,118.2623754,WA,community_centre,,,,,,,,,,,
,North Stirlings Pallinup - Natural Resources,-34.0713486,118.2625466,WA,community_centre,,,,,,,,,,,
,Memorial Hall,-33.9368818,118.0072938,WA,community_centre,,,,,,,,,,,
,Gnowangerup Community Resource Centre,-33.9367015,118.0070662,WA,community_centre,,,,,,,,,,,
,Yougenup Centre,-33.9367304,118.007023,WA,community_centre,,,,,,,,,,,
,St Vincent's Care Kangaroo Point,-27.4733283,153.0348472,QLD,social_facility,,nursing_home,senior,Main Street,Kangaroo Point,4169,,https://www.svcs.org.au/residential-aged-care/locations/qld/brisbane/kangaroo-point,,,yes
,St Vincent's Care Maroochydore,-26.651188,153.0878479,QLD,social_facility,,nursing_home,senior,Baden Powell Street,Maroochydore,4558,,https://www.svcs.org.au/residential-aged-care/locations/qld/sunshine-coast/maroochydore,,,yes
,St Vincent's Aged Care Mitchelton,-27.4079465,152.9674724,QLD,social_facility,,nursing_home,senior,Church Road,Mitchelton,4053,,https://www.svcs.org.au/residential-aged-care/locations/qld/brisbane/mitchelton,,,yes
,St Vincent's Care Southport,-27.9764678,153.4151365,QLD,social_facility,,nursing_home,senior,Bauer Street,Southport,4215,,https://www.svcs.org.au/residential-aged-care/locations/qld/gold-coast/southport,,,yes
,St Vincent's Care Toowoomba,-27.5996725,151.9534328,QLD,social_facility,,nursing_home,senior,Spring Street,Middle Ridge,4350,,https://www.svcs.org.au/residential-aged-care/locations/qld/darling-downs/toowoomba,,,yes
,St Vincent's Care Bronte,-33.9031657,151.260438,NSW,social_facility,,nursing_home,,Bronte Road,Bronte,2024,,https://www.svcs.org.au/residential-aged-care/locations/nsw/sydney/bronte,,,yes
,CWA,-33.0934603,119.0246274,WA,community_centre,,,,,,,,,,,
,The Cottage Dementia Day Centre,-33.8727165,151.2352382,NSW,social_facility,,day_care,dementia,,,,,https://www.secc.sydney/our-services/seniors/dementia-support/,,,
,Lake King Pioneer Memorial Hall,-33.0889156,119.6745006,WA,community_centre,,,,,,,,,,,
,St Vincent's Care Edgecliff,-33.8808651,151.2382436,NSW,social_facility,,nursing_home,senior,Albert Street,Edgecliff,2027,,https://www.svcs.org.au/residential-aged-care/locations/nsw/sydney/edgecliff,,,yes
,St Vincent's Care Haberfield,-33.8763755,151.1466427,NSW,social_facility,,nursing_home,senior,Tillock Street,Haberfield,2045,,https://www.svcs.org.au/residential-aged-care/locations/nsw/sydney/haberfield,,,yes
,St Vincent's Care Heathcote,-34.0801134,151.0130531,NSW,social_facility,,nursing_home,senior,The Avenue,Heathcote,2233,,https://www.svcs.org.au/residential-aged-care/locations/nsw/sydney/heathcote,,,yes
,St Vincent's Care Yennora,-33.8672986,150.9670775,NSW,social_facility,,nursing_home,senior,Tara Close,Yennora,2161,,https://www.svcs.org.au/residential-aged-care/locations/nsw/sydney/yennora,,,yes
,St Vincent's Care Eltham,-37.7117839,145.1472214,VIC,social_facility,,nursing_home,senior,Diamond Street,Eltham,3095,,https://www.svcs.org.au/residential-aged-care/locations/vic/melbourne/eltham,,,yes
,St Vincent's Care Hawthorn,-37.8315396,145.0534926,VIC,social_facility,,nursing_home,senior,King Street,Hawthorn East,3123,,https://www.svcs.org.au/residential-aged-care/locations/vic/melbourne/hawthorn,,,yes
,Ravensthorpe Community Centre,-33.5816098,120.0452283,WA,community_centre,,,,,,,,,,,
,Ravensthorpe Community Resource Centre,-33.5808566,120.0458311,WA,community_centre,,,,,,,,,,,
,St Vincent's Care Kew,-37.8044972,145.0156781,VIC,social_facility,,nursing_home,senior,Studley Park Road,Kew,3101,,https://www.svcs.org.au/residential-aged-care/locations/vic/melbourne/kew,,,yes
,Hopetoun Community Resources Centre,-33.9478945,120.1266586,WA,community_centre,,,,,,,,,,,
,CWA,-33.9497498,120.1274443,WA,community_centre,,,,,,,,,,,
,Hopetoun Men in Sheds,-33.9397586,120.1286603,WA,community_centre,,,,,,,,,,,
,Jerdacuttup Hall,-33.7095049,120.4753454,WA,community_centre,,,,,,,,,,,
,Munglinup Community Centre,-33.7094522,120.8636497,WA,community_centre,,,,,,,,,,,
,Cascade Hall,-33.4692836,121.0740867,WA,community_centre,,,,,,,,,,,
,First Esperamce Scout Group,-33.8650837,121.8929879,WA,community_centre,,,,,,,,,,,
,St Vincent's Care Werribee,-37.8878169,144.7014682,VIC,social_facility,,nursing_home,senior,Hoppers Lane,Werribee,3030,,https://www.svcs.org.au/residential-aged-care/locations/vic/melbourne/werribee,,,yes
,Rural Clinical School of Western Australia,-33.8605768,121.8923952,WA,,ngo,,,,,,,,,,
,St Vincent's Home Care Sunshine Coast,-26.6517841,153.0883804,QLD,social_facility,,nursing_home,senior,Baden Powell Street,Maroochydore,4558,,https://www.svcs.org.au/home-care/locations/qld/sunshine-coast,,,yes
,St Vincent's Home Care Gold Coast,-27.9763728,153.415445,QLD,social_facility,,nursing_home,senior,Bauer Street,Southport,4215,,https://www.svcs.org.au/home-care/locations/qld/gold-coast,,,yes
,St Vincent's Home Care Toowoomba,-27.5997024,151.9534257,QLD,social_facility,,nursing_home,senior,Spring St,,,,https://www.svcs.org.au/home-care/locations/qld/darling-downs/toowoomba,,,yes
,RSL Donnybrook,-33.5760085,115.8234649,WA,community_centre,,,,,,,,,,,
,Salmon Gums Hall,-32.9821397,121.6445537,WA,community_centre,,,,,,,,,,,
,Norseman RSL SUb Branch,-32.1974132,121.7783658,WA,community_centre,,,,,,,,,,,
,Blue Care Wirunya Retirement Village,-27.6794773,153.2388564,QLD,social_facility,,group_home,senior,Beenleigh-Redland Bay Road,Carbrook,4130,,https://www.bluecare.org.au/retirement-living/locations/wirunya,,,yes
,The Boys and Girls Brigade Building,-33.8869472,151.2124109,NSW,community_centre,,,,,,,,,,,
,Uniting,-42.8808509,147.3242134,TAS,,charity,,,,,,+61 3 6244 1144,,,Mo-Fr 09:00-17:00,
,Ceduna Youth Hub,-32.1263524,133.6762934,SA,community_centre,,,,,,,,,,,
,Cungena Hall Inc.,-32.583924,134.7131402,SA,community_centre,,,,,,,,,,,
,Food Bank Food Hub,-32.1258841,133.6732123,SA,social_facility,,food_bank,,,,,,,,,
,Eliston Family & Community Centre,-38.1221385,145.3317645,VIC,community_centre,,,,Eliston Avenue,,,+61 3 9705 5200,https://www.casey.vic.gov.au/facilities-hire/eliston-family-community-centre,,Mo-Fr 08:30-17:00,
,Cleve Pioneer Memorial Hall,-33.7014912,136.4908339,SA,community_centre,,,,,,,,,,,
,RSL,-33.7024329,136.4943878,SA,community_centre,,,,,,,,,,,
,Kenwick Community Centre,-32.0338593,115.9787269,WA,community_centre,,,,,,,,,,,
,RTC,-32.7326166,137.1504331,SA,community_centre,,,,,,,,,,,
,Pontiaki Estia,-37.7652032,144.9625955,VIC,community_centre,,,,Sydney Road,,,,https://www.facebook.com/pontiakiestia.melbourne.9/,,,
,Laura RSL Memorial Hall,-33.1836416,138.3010778,SA,community_centre,,,,,,,,,,,
,Institute,-33.5706876,138.4448477,SA,community_centre,,,,,,,,,,,
,Yacka Archives and Community Centre,-33.570902,138.4449038,SA,community_centre,,,,,,,,,,,
,Brinkworth Soldiers Memorial Hall,-33.6913503,138.4030634,SA,community_centre,,,,,,,,,,,
,Brinkworth Koolunga Yacka RSL,-33.6915797,138.4030885,SA,community_centre,,,,,,,,,,,
,Sydenham Neighbourhood House,-37.7000423,144.7742248,VIC,community_centre,,,,Station Street,Taylors Lakes,3038,,https://directory.brimbank.vic.gov.au/sydenham-neighbourhood-house/,,,
,,-34.3518039,139.6124909,SA,community_centre,,,,,,,,,,,
,RSL,-34.3518325,139.610767,SA,community_centre,,,,,,,,,,,
,Wunkar Community Soldiers Hall Inc.,-34.4897748,140.2995287,SA,community_centre,,,,,,,,,,,
,Pinnaroo Institute,-35.2605745,140.9083869,VIC,community_centre,,,,,,,,,,,
,Pinnaroo RSL,-35.2614366,140.9099501,VIC,community_centre,,,,,,,,,,,
,Pinnaroo Senior Citizens and Community Centre,-35.2615284,140.9050599,VIC,community_centre,,,,,,,,,,,
,Murrayville Hall,-35.2628487,141.1838447,VIC,community_centre,,,,,,,,,,,
,Soldiers Memorial Hall,-35.2343963,141.3816888,VIC,community_centre,,,,,,,,,,,
,Underbool-Linga Memorial Hall,-35.1713268,141.8081622,VIC,community_centre,,,,,,,,,,,
,Torrita Public Hall,-35.154541,141.9348944,VIC,community_centre,,,,,,,,,,,
,Men's Shed,-35.0709556,142.3169402,VIC,community_centre,,,,,,,,,,,
,Manangatang RSL Sub Branch,-35.051398,142.8826609,VIC,community_centre,,,,,,,,,,,
,Annuello Public Hall,-34.8558215,142.8356017,VIC,community_centre,,,,,,,,,,,
,Balranald Business Centre,-34.639011,143.5621866,VIC,community_centre,,,,,,,,,,,
,,-34.6379402,143.5652008,VIC,community_centre,,,,,,,,,,,
,Wirrng Wirrng,-38.2676352,144.661426,VIC,community_centre,,,,Hesse Street,Queenscliff,3225,+61 3 5258 4843,https://www.queenscliffe.vic.gov.au/wirrngwirrng,hub@queenscliffe.vic.gov.au,Mo-Su 09:00-17:00,
,Student Kitchen,-37.8242524,144.9691063,VIC,social_facility,,student_facility,students,,,,,,,,
,Mullins Community Centre,-34.3508378,146.903419,VIC,community_centre,,,,,,,,,,,
,Neighbourhood Centre,-33.9233464,147.221213,VIC,community_centre,,,,,,,,,,,
,Soldiers Memorial,-33.9259785,147.2418253,VIC,community_centre,,,,,,,,,,,
,Eden Hall,-32.8651126,148.4967478,NSW,community_centre,,,,,,,,,,,
,Orana Suppport Service and Op-Shop,-32.5484122,148.9409423,NSW,,ngo,,,Lee Street,Wellington,2820,,,,,
,Leadville Hall,-32.0150075,149.545879,NSW,community_centre,,,,,,,,,,,
,Weeronga,-30.225217,149.4496819,NSW,social_facility,,nursing_home,senior,Rivers Street,,,,https://www.whiddon.com.au/location/residential-care-wee-waa/,,,
,Muru Mittigar - Aboriginal Cultural and Educational Centre,-33.674236,150.9066977,NSW,community_centre,,,,Guntawong Road,,,,https://www.murumittigar.com.au/,,,
,One Door Mental Health Carer Services,-30.5148358,151.6706586,NSW,social_facility,,outreach,,,,,,,,,
,Shoreline,-33.8736812,151.2344372,NSW,,charity,,,New Beach Road,,,,https://www.shoreline.org.au/,jason.ryan@shoreline.org.au,,
,,-32.8978338,151.6850055,NSW,social_facility,,,,,,,,,,,
,,-32.8973688,151.6839176,NSW,social_facility,,,,,,,,,,,
,Murray Downs Community Hall,-35.3448601,143.5996301,VIC,community_centre,,,,,,,,,,,
,Redlands Residential Care Facility,-27.5396442,153.2531612,QLD,social_facility,,ambulatory_care,,,,,,,,,
,St Ambrose's Community Centre,-37.7711902,144.9611211,VIC,community_centre,,,,,,,,https://bmcatholicmission.org.au/our-properties/,,,
,Community Resource Centre,-32.4953398,118.2674904,WA,community_centre,,,,,,,,,,,
,Little Big House,-33.8936869,151.1422595,NSW,community_centre,,,,,,,,https://littlebigfoundation.org,,,
,Yanada Room,-33.8937622,151.1444933,NSW,community_centre,,,,,,,,,,,
,Warburton Online,-37.7531376,145.6897745,VIC,community_centre,,,,,,,,,,,
,QCWA Gladstone Branch,-23.8442497,151.2581782,QLD,community_centre,,,,Oaka Lane,,4680,,,,,
,Reginald Murphy Community Centre,-33.8718988,151.2272645,NSW,community_centre,,,,,,,,https://www.cityofsydney.nsw.gov.au/community-centres/reginald-murphy-community-centre,,Mo-Fr 09:30-15:30,
,Inner Sydney Voice,-33.899338,151.2069944,NSW,community_centre,,,,,,,,,,,
,The ARC Campbelltown,-34.8846314,138.6574427,SA,community_centre,,,,Lower North East Road,,5074,+61 8 8366 9350,https://arccampbelltown.com.au/,,Mo-Fr 06:00-21:00; Sa-Su 07:00-19:00,
,Mobile Community Pantry,-33.9624619,151.2473596,NSW,social_facility,,food_bank,,,,,,https://www.oceansideanglican.org.au/week,,,
,Finance EZI,-27.6188165,153.124432,QLD,,ngo,,,,,,,,,,
,Southern Cross Care St Peters Close Retirement Living,-34.9120948,138.6269018,SA,social_facility,,group_home,senior,,,,,,,,
,Women's Community Centre,-34.9109173,138.628659,SA,community_centre,,,,,,,,,,,
,Costa House Residential Aged Care,-38.0255676,144.4024867,VIC,social_facility,,group_home,senior,Investigator Avenue,Lara,3212,,,,,yes
,Bendat Parent and Community Centre,-31.9244638,115.8235595,WA,community_centre,,,,,,,,,,,
,Telethon Speech & Hearing,-31.9244679,115.8236051,WA,social_facility,,,,Dodd Street,,,+61 8 9387 9888,https://www.tsh.org.au/,,,
,Dorset Community Men's Shed,-41.1575957,147.513982,TAS,community_centre,,,,Christopher Street,Scottsdale,7260,,,,,
,Scottsdale R.S.L,-41.1571357,147.5165525,TAS,community_centre,,,,George Street,Scottsdale,7260,,,,,
,Union Mart by UMSU,-37.7997278,144.9632326,VIC,social_facility,,food_bank,enrolled_students_at_university_of_melbourne_only,,,,,https://umsu.unimelb.edu.au/support/welfare/union-mart/,,,yes
,Residential Home Windsor,-37.8529931,144.9832933,VIC,social_facility,,nursing_home,senior,,,,,https://www.jewishcare.org.au/page/services/residential-aged-care/cohen-family-building,,,
,The Buzz,-27.8094159,153.1194134,QLD,community_centre,,,,,,,,,,,
,Community Food Pantry,-33.8912149,151.1214643,NSW,social_facility,,food_bank,,,,,,,,,
,St Laurence Park Retirement Village,-38.0247702,144.4073412,VIC,social_facility,,group_home,senior,Station Lake Road,Lara,3212,,,,,
,Wyndham Community & Education Centre,-37.9015771,144.6629996,VIC,community_centre,,,,Synnot Street,Werribee,3030,,https://wyndhamcec.org.au/,,,
,ADHD WA,-31.9650239,115.8159154,WA,,charity,,,Aberdare Road,,,+61 8 6457 7544,https://www.adhdwa.org,hello@adhdwa.org,,
,Esteem Care Services,-27.0850493,152.9507115,QLD,social_facility,,,,,,,,https://esteemcareservices.com.au/,info@esteemcareservices.com.au,,
,Advanced Personnel Management Murwillumbah,-28.3277667,153.3960418,QLD,social_facility,,outreach,disabled,Wollumbin Street,,,+61 2 6672 5819,https://apm.net.au,,Mo-Fr 09:00-17:00,
,Disability Advocacy NSW,-30.5138101,151.6655704,NSW,social_facility,,outreach,disabled,Beardy Street,,,+61 2 6766 4588,https://www.da.org.au/,newengland@da.org.au,,
,Nanango Cultural Centre,-26.6707889,152.0025403,QLD,community_centre,,,,,,,,,,,yes
,The Hub Nanango,-26.6697475,152.0026909,QLD,community_centre,,,,,,,,,,,yes
,St. Catherine's Hall,-41.4548994,147.1765088,TAS,community_centre,,,,Penquite Road,Norwood,7250,+61 3 6323 3000,,,,
,,-33.6902724,136.5479511,SA,social_facility,,shelter,,,,,,,,,
,Piccadilly Community Hall,-34.9822682,138.725914,SA,community_centre,,,,,,,,,,,
,Canberra,-35.2586027,149.0605145,ACT,community_centre,,,,Templeton Street,,,,,,,
,Kensington Compost Hub,-37.789378,144.9282933,VIC,community_centre,,,,,,,,http://fb.me/KensingtonCompostHub,kensingtoncomposthub@gmail.com,24/7,
,Kensington Community Food Forest,-37.7971809,144.9279309,VIC,community_centre,,,,,,,,,,,
,Rosary Gardens Nursing Home,-42.8561095,147.2941971,TAS,social_facility,,nursing_home,senior,,,,,,,,
,Dunkeld Memorial Hall,-26.9590443,148.0622011,QLD,community_centre,,,,,,,,,,,
,Talwood Community Centre,-28.4847755,149.4707248,QLD,community_centre,,,,,,,,,,,
,High Tide Room,-33.8900587,151.276602,NSW,community_centre,,,,,,,,https://www.bondipavilion.com.au/hire/venues/high_tide_room,,,
,Maryvale Community Hall,-28.0706848,152.2402262,QLD,community_centre,,,,Taylor Street,Maryvale,4370,+61 7 4666 1119,,,,
